Destination,Month,Duration,Age,Gender,Accomodation Style,Budget
Kathmandu,February,14,55,Female,Resort,5544.18
Berlin,March,11,32,Female,Hostel,9187.52
Reykjavik,November,7,21,Female,Hostel,6924.92
Sydney,October,11,22,Female,Airbnb,11757.94
Honolulu,December,6,29,Female,Resort,27307.14
Paris,May,15,34,Male,Villa,39952.09
Porto,March,10,62,Female,Hotel,35914.05
Cancun,October,10,65,Male,Villa,18862.09
Honolulu,March,12,22,Female,Resort,18153.43
Dublin,March,13,32,Male,Hostel,24562.86
Hoi An,July,16,51,Male,Vacation Rental,43336.38
Hoi An,January,9,23,Female,Resort,5024.75
Santorini,February,7,49,Male,Eco-Lodge,6512.56
Cancun,September,14,59,Female,Hotel,11282.73
Salzburg,July,8,63,Male,Hostel,20481.46
Rome,February,14,39,Male,Vacation Rental,31987.73
Amsterdam,December,11,28,Female,Vacation Rental,10466.12
Dublin,June,11,48,Male,Hotel,32334.26
Santorini,February,6,27,Female,Hotel,17003.12
Salzburg,November,7,52,Male,Villa,18408.17
Hoi An,March,5,28,Female,Resort,34204.27
Honolulu,November,8,53,Male,Resort,8093.18
Dublin,July,17,53,Male,Resort,10848.94
Porto,July,9,64,Female,Resort,34892.55
Cairo,March,14,55,Male,Vacation Rental,41870.15
Sydney,June,12,41,Male,Eco-Lodge,41890.31
Kathmandu,October,8,22,Female,Hostel,20323.16
Auckland,May,15,54,Female,Villa,9483.44
Rio de Janeiro,December,17,44,Female,Hostel,35472.44
Porto,October,9,36,Male,Airbnb,45700.37
London,January,11,53,Male,Villa,33114.8
Salzburg,November,13,43,Male,Villa,49769.72
Luxembourg City,August,9,27,Male,Airbnb,22747.44
Salzburg,January,8,26,Male,Hostel,25998.24
Hoi An,April,10,24,Female,Resort,47814.31
Barcelona,September,5,28,Male,Airbnb,22000.85
Rome,January,5,39,Male,Hostel,15585.42
Rome,September,15,21,Male,Hotel,46567.94
Bali,January,11,48,Female,Hotel,6477.69
Edinburgh,May,10,56,Female,Eco-Lodge,22500.87
Honolulu,December,10,35,Male,Eco-Lodge,35665.89
Seoul,April,15,55,Female,Resort,9334.53
Dubai,November,11,43,Male,Resort,18611.4
Kathmandu,August,7,39,Female,Vacation Rental,42194.54
Seoul,April,12,50,Male,Hostel,3816.5
Sydney,April,13,29,Female,Hostel,15041.25
Kathmandu,March,17,37,Male,Villa,15460.24
Cairo,May,12,58,Female,Resort,41060.52
Vancouver,November,14,42,Female,Eco-Lodge,26541.53
Honolulu,September,10,51,Female,Airbnb,12125.74
Seoul,February,14,53,Female,Airbnb,35727.02
Amsterdam,April,12,36,Female,Hostel,36182.81
Dublin,April,14,30,Male,Hostel,3903.6
Hoi An,May,14,45,Male,Villa,6526.76
Luxembourg City,November,8,36,Male,Villa,36732.74
Kathmandu,February,14,44,Female,Eco-Lodge,20685.16
Porto,December,6,42,Male,Airbnb,22384.29
Porto,March,13,39,Male,Hotel,11526.0
Luxembourg City,November,18,63,Male,Eco-Lodge,1918.61
London,October,13,60,Female,Vacation Rental,34822.96
Porto,April,6,37,Female,Hostel,47589.02
Phuket,June,9,43,Male,Hotel,26267.65
Bali,February,5,57,Male,Vacation Rental,28533.68
Bali,June,6,53,Female,Hotel,23061.17
Cairo,August,8,62,Male,Villa,48325.92
Amsterdam,April,8,43,Female,Hotel,26702.27
Sydney,September,17,18,Male,Vacation Rental,34245.71
Dubai,February,12,39,Female,Vacation Rental,24005.68
Salzburg,August,6,19,Female,Villa,41197.91
Copenhagen,October,8,53,Male,Vacation Rental,17148.06
New York,April,18,62,Male,Eco-Lodge,31682.89
Cancun,July,13,65,Female,Hotel,24203.51
Cairo,July,5,22,Female,Hotel,44772.09
Marrakech,February,7,49,Male,Hotel,20050.06
Paris,July,13,35,Male,Villa,35999.32
Cairo,September,18,49,Female,Hotel,15357.33
Sydney,September,17,56,Female,Vacation Rental,10635.84
Berlin,March,8,50,Female,Airbnb,28226.82
Rio de Janeiro,May,8,48,Male,Airbnb,4326.32
Amsterdam,March,14,19,Female,Eco-Lodge,23098.46
Edinburgh,September,11,32,Female,Vacation Rental,16502.69
Cancun,September,12,22,Male,Vacation Rental,26381.68
Reykjavik,November,7,61,Female,Resort,43418.98
Amsterdam,February,14,49,Female,Resort,40493.34
Auckland,March,18,54,Male,Airbnb,20258.48
Berlin,June,14,46,Male,Hostel,4082.25
Phuket,December,13,41,Female,Vacation Rental,28489.51
Rio de Janeiro,November,6,32,Female,Villa,20688.75
Auckland,May,16,63,Male,Eco-Lodge,28305.33
Tokyo,November,10,20,Female,Hotel,42055.49
Porto,November,8,56,Female,Eco-Lodge,5300.37
Auckland,December,8,20,Male,Resort,28906.41
Sydney,February,11,57,Male,Eco-Lodge,40894.56
Amsterdam,March,9,55,Male,Airbnb,20967.33
Santorini,September,15,26,Male,Villa,24811.86
Auckland,August,10,20,Male,Hostel,6857.35
Luxembourg City,December,18,65,Male,Vacation Rental,24520.24
Barcelona,September,15,58,Male,Vacation Rental,14851.21
Phuket,September,15,47,Male,Eco-Lodge,36290.91
Rio de Janeiro,May,14,52,Female,Eco-Lodge,24256.78
Kathmandu,August,16,27,Female,Eco-Lodge,24730.9
Vancouver,April,13,59,Male,Eco-Lodge,35031.45
Salzburg,November,18,60,Female,Resort,20212.41
Dubai,November,11,19,Male,Airbnb,23390.44
Honolulu,November,18,18,Female,Villa,22679.38
Santorini,March,11,60,Male,Airbnb,43201.95
Bali,September,12,48,Female,Eco-Lodge,44185.1
Marrakech,April,18,35,Male,Vacation Rental,23438.81
Vancouver,May,7,25,Female,Hostel,21617.52
Dublin,June,9,29,Female,Vacation Rental,46059.16
Cape Town,April,9,37,Female,Villa,49536.16
Dublin,April,12,25,Female,Hotel,33645.84
Cape Town,July,8,41,Female,Resort,15989.21
Tokyo,August,11,21,Female,Vacation Rental,5290.42
Bali,September,15,64,Female,Vacation Rental,4210.64
Copenhagen,July,8,37,Male,Villa,28134.59
Bali,January,16,37,Female,Vacation Rental,21125.01
Vancouver,November,18,31,Male,Vacation Rental,15609.47
Auckland,April,7,18,Male,Hotel,10827.31
Dublin,April,5,31,Female,Airbnb,28833.72
New York,June,17,43,Male,Airbnb,39716.29
New York,September,16,22,Male,Hotel,38186.8
Paris,October,17,41,Male,Hostel,24021.91
Salzburg,September,13,65,Female,Hostel,27278.26
Cape Town,November,6,30,Female,Eco-Lodge,41292.87
Marrakech,September,12,47,Male,Hostel,47596.91
Rome,June,6,49,Male,Resort,32621.52
Sydney,July,7,64,Male,Resort,15360.7
Porto,October,7,26,Male,Eco-Lodge,48855.64
Cairo,June,5,34,Female,Resort,34314.14
Bali,January,17,42,Female,Airbnb,23497.69
Cairo,July,7,50,Female,Hostel,26942.06
Cancun,September,10,54,Male,Resort,44974.32
Salzburg,December,6,19,Female,Hotel,26332.73
Paris,November,7,45,Male,Vacation Rental,48724.3
Edinburgh,December,11,20,Male,Eco-Lodge,20171.92
Sydney,November,9,19,Male,Hostel,5293.2
Hoi An,July,8,18,Female,Vacation Rental,10793.87
Rio de Janeiro,June,8,26,Female,Vacation Rental,1987.01
Sydney,December,10,53,Male,Villa,30765.19
Dubai,March,15,24,Male,Hotel,49118.71
Cape Town,December,13,24,Male,Resort,14177.51
Santorini,May,8,21,Female,Villa,46097.14
Cancun,February,11,61,Male,Resort,23606.81
Hoi An,July,18,43,Male,Vacation Rental,28277.18
Luxembourg City,September,18,46,Female,Resort,42685.75
Salzburg,June,17,33,Female,Vacation Rental,23232.12
Porto,January,5,18,Male,Hotel,47067.99
Reykjavik,June,12,47,Male,Villa,30321.71
Luxembourg City,May,6,26,Male,Eco-Lodge,26445.56
Barcelona,April,10,37,Male,Resort,19822.69
Cape Town,July,17,36,Male,Villa,26121.04
Cape Town,December,12,44,Male,Villa,28963.06
Barcelona,December,6,60,Male,Eco-Lodge,7652.24
Amsterdam,November,9,35,Male,Eco-Lodge,42574.51
Santorini,July,8,31,Male,Eco-Lodge,5515.1
Sydney,March,18,38,Female,Hotel,35760.7
Santorini,April,18,60,Female,Villa,4054.55
Edinburgh,April,8,27,Male,Resort,5779.45
Dubai,September,14,42,Male,Vacation Rental,30977.21
Kathmandu,November,5,35,Female,Hotel,8916.13
Cairo,February,8,37,Female,Hostel,45664.37
Berlin,September,15,36,Male,Hotel,8874.7
Paris,April,18,41,Male,Vacation Rental,26748.8
Copenhagen,October,10,51,Female,Hostel,1550.27
Seoul,April,5,30,Male,Vacation Rental,34667.64
Salzburg,January,17,29,Female,Villa,17141.46
Cape Town,February,17,44,Male,Airbnb,7534.26
Hoi An,November,15,22,Female,Villa,9260.95
Rio de Janeiro,January,12,60,Female,Hostel,6118.37
Cairo,August,8,20,Male,Villa,47120.69
Hoi An,September,14,30,Male,Vacation Rental,14239.9
London,April,9,26,Male,Airbnb,17674.46
Berlin,May,12,45,Female,Airbnb,8464.73
Cairo,November,12,33,Female,Resort,19403.32
Cancun,May,6,24,Male,Hotel,47434.46
Rio de Janeiro,January,14,28,Female,Villa,5425.07
Marrakech,June,10,55,Male,Airbnb,35218.05
Paris,June,6,53,Male,Villa,44121.27
Auckland,November,15,39,Female,Villa,19476.62
Luxembourg City,September,11,47,Female,Hostel,42205.36
Rio de Janeiro,May,18,24,Female,Hostel,37517.88
Amsterdam,February,16,27,Female,Airbnb,44313.03
Dublin,June,16,45,Male,Hostel,25235.67
Reykjavik,January,5,25,Male,Hotel,26221.84
Reykjavik,December,17,25,Male,Resort,7731.86
Seoul,December,13,52,Female,Hotel,15428.71
Dubai,January,11,58,Male,Villa,38075.8
Cape Town,July,16,50,Male,Hostel,25143.28
Salzburg,May,12,60,Male,Villa,17040.64
Rome,September,5,28,Female,Airbnb,11378.24
Tokyo,April,15,62,Male,Hotel,4167.13
Paris,August,14,57,Male,Eco-Lodge,23404.64
London,April,12,33,Male,Eco-Lodge,41638.08
Honolulu,January,18,25,Female,Resort,43549.43
London,August,9,64,Male,Hostel,46895.38
Rio de Janeiro,April,7,56,Female,Villa,18937.43
Marrakech,June,6,64,Female,Hostel,1034.71
Barcelona,March,9,48,Female,Hotel,32138.14
New York,January,11,22,Male,Eco-Lodge,22370.8
Porto,July,5,31,Female,Villa,7149.08
Barcelona,July,16,20,Male,Hostel,25806.41
Auckland,December,6,28,Female,Hostel,11557.22
Amsterdam,December,6,36,Male,Hotel,19121.38
Salzburg,April,12,40,Male,Airbnb,3609.72
Porto,November,15,36,Male,Vacation Rental,19903.3
Amsterdam,March,18,54,Male,Hotel,17742.27
Salzburg,October,5,27,Female,Vacation Rental,16700.7
Edinburgh,August,18,52,Female,Vacation Rental,48017.93
Seoul,November,14,53,Female,Villa,33234.94
Salzburg,May,10,37,Female,Hostel,41774.8
Copenhagen,January,11,19,Male,Villa,20321.77
Tokyo,October,17,18,Female,Vacation Rental,43833.5
Reykjavik,August,17,48,Female,Hotel,40854.86
Bali,October,15,64,Male,Airbnb,37563.22
Phuket,March,7,57,Male,Eco-Lodge,17302.92
Copenhagen,May,10,55,Male,Eco-Lodge,41586.09
Cartagena,February,9,58,Female,Vacation Rental,2082.2
Rio de Janeiro,February,17,43,Male,Hostel,42828.93
Dublin,August,17,56,Female,Eco-Lodge,30299.18
Cairo,January,9,60,Female,Airbnb,12338.96
Salzburg,May,17,60,Male,Villa,5888.25
Dublin,October,14,30,Female,Hostel,25627.45
Santorini,November,16,52,Male,Airbnb,43162.42
Sydney,December,18,38,Male,Resort,4392.19
Cape Town,November,8,48,Female,Villa,23914.08
Rio de Janeiro,November,14,39,Female,Vacation Rental,9535.06
Dubai,November,14,18,Male,Vacation Rental,41404.93
Cape Town,January,17,30,Male,Hotel,31103.91
Phuket,January,12,32,Male,Villa,16123.57
Auckland,April,8,65,Female,Airbnb,45224.03
Cape Town,March,18,53,Female,Hostel,13385.8
Berlin,December,15,46,Female,Hostel,33453.1
Tokyo,December,15,26,Male,Villa,49843.4
Salzburg,May,6,47,Male,Eco-Lodge,13024.59
Salzburg,October,5,46,Male,Eco-Lodge,23675.8
Kathmandu,September,9,59,Male,Eco-Lodge,27407.92
Cape Town,December,12,63,Female,Vacation Rental,3983.23
Seoul,December,16,45,Male,Hostel,22174.5
Cartagena,December,15,52,Male,Vacation Rental,29344.83
Amsterdam,September,16,40,Male,Villa,45056.57
Luxembourg City,July,16,23,Male,Resort,15382.05
Copenhagen,December,15,63,Male,Eco-Lodge,2229.53
Honolulu,February,13,56,Female,Hostel,11354.89
Amsterdam,July,10,29,Male,Eco-Lodge,41685.47
Tokyo,February,5,64,Male,Hostel,45887.25
Santorini,August,5,40,Male,Hostel,25932.06
Edinburgh,June,10,52,Female,Resort,14033.34
Auckland,March,13,36,Male,Vacation Rental,8466.49
Amsterdam,April,13,36,Female,Vacation Rental,26932.48
Cancun,July,13,43,Female,Villa,6770.43
Hoi An,October,11,59,Female,Hotel,9437.45
Paris,July,9,27,Male,Resort,36647.71
Cartagena,November,9,52,Male,Resort,29717.79
Marrakech,May,13,32,Female,Hostel,19362.22
Seoul,April,13,46,Female,Hotel,30877.0
Reykjavik,August,16,64,Male,Airbnb,17776.32
Auckland,January,14,62,Male,Hotel,28998.79
Copenhagen,March,11,34,Female,Eco-Lodge,10340.87
Edinburgh,July,14,30,Male,Hostel,30148.85
Salzburg,October,15,61,Male,Airbnb,44915.03
Amsterdam,April,13,20,Female,Hotel,38670.96
Amsterdam,August,15,21,Female,Vacation Rental,5185.95
Cairo,August,14,63,Male,Vacation Rental,28525.08
Cartagena,June,14,22,Male,Airbnb,3219.73
Dublin,November,13,25,Female,Villa,20997.48
Seoul,April,7,60,Female,Resort,47577.23
Santorini,June,11,28,Female,Hotel,18117.05
Santorini,May,14,58,Female,Airbnb,40747.19
Rome,February,5,65,Female,Resort,3797.09
Dublin,July,17,54,Male,Eco-Lodge,36171.35
Honolulu,June,16,24,Male,Hostel,22059.4
Rome,January,15,27,Female,Airbnb,47321.41
Hoi An,July,8,53,Male,Airbnb,41104.99
Rio de Janeiro,May,10,21,Male,Hotel,35792.02
Auckland,January,7,30,Male,Resort,11659.48
Luxembourg City,August,18,27,Male,Resort,26372.76
Paris,November,11,23,Female,Airbnb,29951.73
Reykjavik,January,5,54,Male,Villa,43658.35
Vancouver,January,6,22,Female,Eco-Lodge,1421.34
Hoi An,August,14,48,Female,Airbnb,30157.87
Copenhagen,July,6,33,Male,Villa,44353.32
Vancouver,November,16,29,Female,Resort,22409.1
Vancouver,August,17,26,Male,Resort,30141.85
Bali,April,12,32,Male,Hostel,16931.0
Dubai,September,7,49,Male,Hotel,6829.05
Hoi An,March,6,38,Male,Hostel,27948.4
Rio de Janeiro,November,9,53,Male,Hotel,24129.89
Cairo,December,9,65,Male,Hostel,8496.6
New York,December,17,22,Male,Hostel,29696.52
Dublin,June,12,20,Female,Eco-Lodge,41576.68
Rome,November,15,56,Female,Eco-Lodge,47917.15
Marrakech,September,13,21,Female,Hostel,17577.47
Paris,February,13,43,Female,Airbnb,10893.27
Salzburg,June,15,23,Female,Vacation Rental,28845.32
Vancouver,June,15,20,Female,Eco-Lodge,18281.53
Edinburgh,September,7,42,Female,Villa,34260.87
Porto,March,17,41,Female,Eco-Lodge,39029.37
Cartagena,August,12,55,Male,Hostel,40838.35
Dublin,April,9,32,Male,Hotel,46297.62
Luxembourg City,April,5,61,Female,Resort,31255.5
Luxembourg City,November,6,64,Female,Airbnb,1006.52
Rio de Janeiro,July,9,47,Female,Resort,3489.0
Dublin,October,5,53,Male,Resort,1819.97
Salzburg,January,8,61,Female,Hotel,45602.08
Santorini,August,11,31,Male,Eco-Lodge,20023.75
Luxembourg City,October,6,41,Female,Hostel,35162.65
Sydney,May,9,22,Male,Hostel,15717.18
Kathmandu,November,12,22,Female,Hostel,28386.25
London,April,8,28,Female,Vacation Rental,6638.05
Hoi An,May,17,29,Female,Eco-Lodge,48286.2
Sydney,August,15,26,Male,Resort,41015.91
Marrakech,July,18,44,Male,Airbnb,30053.06
Dublin,March,10,51,Female,Hostel,22899.31
Tokyo,September,12,22,Female,Hotel,42015.47
Amsterdam,July,14,32,Male,Eco-Lodge,43901.96
Berlin,November,17,63,Female,Hostel,25340.24
Cairo,July,16,33,Male,Vacation Rental,14272.01
Amsterdam,July,17,25,Female,Resort,11373.18
Reykjavik,November,13,36,Male,Resort,30886.49
Tokyo,October,10,22,Female,Villa,48122.38
Dublin,December,13,19,Male,Resort,38339.68
Rome,September,10,45,Male,Villa,25117.71
Cancun,August,7,19,Male,Hotel,39923.66
Honolulu,May,15,20,Female,Villa,24241.27
Rio de Janeiro,April,8,34,Male,Eco-Lodge,45549.81
Phuket,December,13,33,Male,Hotel,20919.12
Luxembourg City,July,13,21,Female,Vacation Rental,1543.35
London,January,7,23,Male,Vacation Rental,22119.63
Reykjavik,May,11,28,Female,Hostel,29122.03
Kathmandu,June,9,34,Female,Hostel,47030.9
Auckland,June,14,61,Female,Eco-Lodge,7230.7
Reykjavik,August,11,48,Male,Hotel,41730.82
Auckland,June,14,37,Female,Vacation Rental,7342.64
Berlin,March,6,47,Male,Villa,10393.59
Cape Town,May,17,62,Male,Eco-Lodge,5074.89
Phuket,May,14,52,Male,Airbnb,49609.31
Amsterdam,November,6,47,Female,Villa,37076.67
Auckland,July,6,38,Female,Airbnb,48555.52
Cape Town,October,7,60,Female,Hostel,34801.95
Bali,May,10,32,Male,Villa,39323.94
Cartagena,June,10,57,Male,Hotel,37977.26
Cancun,July,16,24,Female,Hotel,27535.99
Amsterdam,January,15,24,Female,Hostel,30896.88
Amsterdam,June,5,18,Male,Resort,46030.35
Cape Town,October,18,28,Female,Eco-Lodge,23238.47
New York,May,8,37,Female,Resort,23534.07
Amsterdam,October,7,24,Female,Hotel,11166.35
New York,August,18,64,Female,Vacation Rental,48108.71
Kathmandu,February,6,45,Female,Eco-Lodge,6011.23
Dublin,October,16,59,Female,Villa,16561.17
Santorini,August,14,38,Female,Airbnb,41598.39
Vancouver,February,7,37,Male,Airbnb,23845.76
Paris,June,16,50,Male,Vacation Rental,8162.5
Kathmandu,February,10,27,Male,Airbnb,15279.7
Vancouver,August,5,30,Male,Hotel,32979.44
Marrakech,July,18,59,Female,Villa,34861.07
Vancouver,July,5,27,Male,Hotel,14304.37
Cancun,March,6,22,Female,Villa,44367.73
Barcelona,October,16,50,Female,Resort,27606.56
Kathmandu,March,7,39,Female,Eco-Lodge,23853.15
Porto,June,11,25,Male,Vacation Rental,28458.94
Tokyo,May,5,65,Female,Vacation Rental,43911.51
Dublin,February,14,43,Female,Vacation Rental,13335.36
Luxembourg City,January,11,63,Female,Airbnb,46792.1
Cape Town,March,5,36,Male,Eco-Lodge,49447.95
Reykjavik,November,11,28,Female,Hostel,40081.43
Cairo,March,11,57,Male,Resort,20702.42
Cancun,August,10,41,Female,Eco-Lodge,21705.87
Phuket,April,9,38,Male,Villa,18217.24
Barcelona,November,18,27,Female,Villa,28345.23
Porto,January,5,36,Female,Villa,25317.25
Porto,April,6,54,Male,Resort,9053.06
Dubai,February,8,19,Female,Hostel,10858.06
Dublin,September,9,44,Male,Hotel,35476.51
Salzburg,November,6,20,Male,Hotel,2291.83
Dubai,November,5,63,Female,Hotel,32416.44
Luxembourg City,October,13,29,Male,Hotel,4172.02
Phuket,March,15,54,Female,Resort,28862.36
Kathmandu,April,6,18,Female,Eco-Lodge,47928.13
Santorini,February,14,28,Female,Hotel,41287.59
Phuket,June,17,44,Female,Villa,8849.02
Dublin,December,9,58,Female,Vacation Rental,25513.37
Cairo,September,15,25,Female,Resort,7497.05
New York,May,11,19,Female,Resort,22619.56
Cape Town,February,7,58,Male,Airbnb,35184.65
Amsterdam,October,15,60,Female,Hostel,32432.23
Kathmandu,July,17,65,Male,Hostel,20094.62
Kathmandu,April,7,62,Male,Airbnb,45934.4
Kathmandu,July,15,38,Female,Resort,6438.64
Copenhagen,September,18,20,Male,Resort,28233.82
Marrakech,December,14,60,Female,Vacation Rental,40345.94
Santorini,February,11,55,Male,Airbnb,13038.07
Bali,August,5,45,Male,Airbnb,47138.63
New York,December,16,44,Male,Eco-Lodge,41885.98
Copenhagen,April,13,51,Female,Hotel,40690.82
Barcelona,August,10,40,Female,Eco-Lodge,2247.37
London,April,7,18,Female,Villa,23675.85
Auckland,January,15,62,Female,Hotel,1993.2
Tokyo,November,8,29,Male,Hostel,42798.73
Santorini,December,18,38,Male,Eco-Lodge,41927.16
Paris,August,17,21,Male,Hotel,12517.92
New York,August,17,44,Female,Eco-Lodge,6267.2
Copenhagen,May,18,35,Male,Resort,12795.27
Seoul,July,6,60,Male,Resort,34472.06
Kathmandu,August,12,63,Male,Airbnb,13004.2
Bali,May,8,42,Male,Resort,33946.59
Cape Town,May,10,52,Female,Resort,47230.07
Auckland,June,11,50,Male,Eco-Lodge,20304.63
Cancun,April,7,58,Female,Hotel,1685.1
Porto,March,15,44,Male,Eco-Lodge,27724.76
New York,April,11,47,Female,Eco-Lodge,49146.04
Barcelona,May,16,45,Male,Eco-Lodge,31485.72
Barcelona,December,17,29,Female,Hotel,48418.82
Barcelona,December,12,57,Male,Eco-Lodge,32190.28
Dubai,September,15,31,Male,Hotel,17586.96
Hoi An,August,17,64,Male,Villa,45338.84
Honolulu,April,17,18,Male,Eco-Lodge,46704.91
Phuket,September,17,34,Female,Resort,3181.04
Cartagena,July,18,42,Female,Hotel,32623.3
London,July,14,29,Male,Resort,42422.83
Barcelona,June,7,36,Female,Hostel,37787.49
Edinburgh,February,15,31,Male,Hostel,11881.61
Seoul,April,18,54,Male,Villa,16245.9
Sydney,January,13,37,Female,Airbnb,28862.0
Sydney,November,11,32,Female,Villa,41194.61
Rio de Janeiro,November,12,58,Female,Airbnb,5676.81
Cape Town,April,16,62,Male,Villa,42689.88
London,November,12,35,Female,Hotel,34363.69
Hoi An,September,10,27,Male,Vacation Rental,7688.0
Cartagena,October,15,38,Male,Vacation Rental,24332.28
New York,December,10,26,Female,Resort,16881.94
New York,June,11,22,Male,Airbnb,5156.42
Dublin,January,18,30,Female,Hostel,17688.73
Hoi An,September,13,31,Male,Airbnb,19970.37
Barcelona,June,11,30,Male,Vacation Rental,1584.53
Auckland,August,7,22,Female,Hotel,9292.56
